Cons;﻿ProductID;Name;ProductModel;CultureID;Clasification
378;972 ;Touring-2000 Blue, 54 ;Touring-2000 ;ar;Touring
379;827 ;ML Road Rear Wheel ;ML Road Rear Wheel ;ar;Road
380;828 ;HL Road Rear Wheel ;HL Road Rear Wheel ;ar;Road
381;829 ;Touring Rear Wheel ;Touring Rear Wheel ;ar;Touring
382;908 ;LL Mountain Seat/Saddle ;LL Mountain Seat/Saddle 2 ;ar;Mountain
383;954 ;Touring-1000 Yellow, 46 ;Touring-1000 ;ar;Touring
384;955 ;Touring-1000 Yellow, 50 ;Touring-1000 ;ar;Touring
385;956 ;Touring-1000 Yellow, 54 ;Touring-1000 ;ar;Touring
386;957 ;Touring-1000 Yellow, 60 ;Touring-1000 ;ar;Touring
387;966 ;Touring-1000 Blue, 46 ;Touring-1000 ;ar;Touring
388;967 ;Touring-1000 Blue, 50 ;Touring-1000 ;ar;Touring
389;968 ;Touring-1000 Blue, 54 ;Touring-1000 ;ar;Touring
390;969 ;Touring-1000 Blue, 60 ;Touring-1000 ;ar;Touring
391;952 ;Chain ;Chain ;ar;No clasificated
392;949 ;LL Crankset ;LL Crankset ;ar;No clasificated
393;950 ;ML Crankset ;ML Crankset ;ar;No clasificated
394;951 ;HL Crankset ;HL Crankset ;ar;No clasificated
395;948 ;Front Brakes ;Front Brakes ;ar;No clasificated
396;945 ;Front Derailleur ;Front Derailleur ;ar;No clasificated
397;802 ;LL Fork ;LL Fork ;ar;No clasificated
398;803 ;ML Fork ;ML Fork ;ar;No clasificated
399;804 ;HL Fork ;HL Fork ;ar;No clasificated
400;917 ;LL Mountain Frame - Silver, 42 ;LL Mountain Frame ;ar;Mountain
401;918 ;LL Mountain Frame - Silver, 44 ;LL Mountain Frame ;ar;Mountain
402;919 ;LL Mountain Frame - Silver, 48 ;LL Mountain Frame ;ar;Mountain
403;920 ;LL Mountain Frame - Silver, 52 ;LL Mountain Frame ;ar;Mountain
404;924 ;LL Mountain Frame - Black, 42 ;LL Mountain Frame ;ar;Mountain
405;925 ;LL Mountain Frame - Black, 44 ;LL Mountain Frame ;ar;Mountain
406;926 ;LL Mountain Frame - Black, 48 ;LL Mountain Frame ;ar;Mountain
407;927 ;LL Mountain Frame - Black, 52 ;LL Mountain Frame ;ar;Mountain
408;943 ;LL Mountain Frame - Black, 40 ;LL Mountain Frame ;ar;Mountain
409;944 ;LL Mountain Frame - Silver, 40 ;LL Mountain Frame ;ar;Mountain
410;814 ;ML Mountain Frame - Black, 38 ;ML Mountain Frame-W ;ar;Mountain
411;904 ;ML Mountain Frame-W - Silver, 40 ;ML Mountain Frame-W ;ar;Mountain
412;905 ;ML Mountain Frame-W - Silver, 42 ;ML Mountain Frame-W ;ar;Mountain
413;906 ;ML Mountain Frame-W - Silver, 46 ;ML Mountain Frame-W ;ar;Mountain
414;942 ;ML Mountain Frame-W - Silver, 38 ;ML Mountain Frame-W ;ar;Mountain
415;830 ;ML Mountain Frame - Black, 40 ;ML Mountain Frame ;ar;Mountain
416;831 ;ML Mountain Frame - Black, 44 ;ML Mountain Frame ;ar;Mountain
417;832 ;ML Mountain Frame - Black, 48 ;ML Mountain Frame ;ar;Mountain
418;739 ;HL Mountain Frame - Silver, 42 ;HL Mountain Frame ;ar;Mountain
419;740 ;HL Mountain Frame - Silver, 44 ;HL Mountain Frame ;ar;Mountain
420;741 ;HL Mountain Frame - Silver, 48 ;HL Mountain Frame ;ar;Mountain
421;742 ;HL Mountain Frame - Silver, 46 ;HL Mountain Frame ;ar;Mountain
422;743 ;HL Mountain Frame - Black, 42 ;HL Mountain Frame ;ar;Mountain
423;744 ;HL Mountain Frame - Black, 44 ;HL Mountain Frame ;ar;Mountain
424;745 ;HL Mountain Frame - Black, 48 ;HL Mountain Frame ;ar;Mountain
425;746 ;HL Mountain Frame - Black, 46 ;HL Mountain Frame ;ar;Mountain
426;747 ;HL Mountain Frame - Black, 38 ;HL Mountain Frame ;ar;Mountain
427;748 ;HL Mountain Frame - Silver, 38 ;HL Mountain Frame ;ar;Mountain
428;822 ;ML Road Frame-W - Yellow, 38 ;ML Road Frame-W ;ar;Road
429;833 ;ML Road Frame-W - Yellow, 40 ;ML Road Frame-W ;ar;Road
430;834 ;ML Road Frame-W - Yellow, 42 ;ML Road Frame-W ;ar;Road
431;835 ;ML Road Frame-W - Yellow, 44 ;ML Road Frame-W ;ar;Road
432;836 ;ML Road Frame-W - Yellow, 48 ;ML Road Frame-W ;ar;Road
433;815 ;LL Mountain Front Wheel ;LL Mountain Front Wheel ;ar;Mountain
434;816 ;ML Mountain Front Wheel ;ML Mountain Front Wheel ;ar;Mountain
435;817 ;HL Mountain Front Wheel ;HL Mountain Front Wheel ;ar;Mountain
436;818 ;LL Road Front Wheel ;LL Road Front Wheel ;ar;Road
437;819 ;ML Road Front Wheel ;ML Road Front Wheel ;ar;Road
438;820 ;HL Road Front Wheel ;HL Road Front Wheel ;ar;Road
439;821 ;Touring Front Wheel ;Touring Front Wheel ;ar;Touring
440;808 ;LL Mountain Handlebars ;LL Mountain Handlebars ;ar;Mountain
441;809 ;ML Mountain Handlebars ;ML Mountain Handlebars ;ar;Mountain
442;810 ;HL Mountain Handlebars ;HL Mountain Handlebars ;ar;Mountain
443;811 ;LL Road Handlebars ;LL Road Handlebars ;ar;Road
444;812 ;ML Road Handlebars ;ML Road Handlebars ;ar;Road
445;813 ;HL Road Handlebars ;HL Road Handlebars ;ar;Road
446;946 ;LL Touring Handlebars ;LL Touring Handlebars ;ar;Touring
447;947 ;HL Touring Handlebars ;HL Touring Handlebars ;ar;Touring
448;805 ;LL Headset ;LL Headset ;ar;No clasificated
449;806 ;ML Headset ;ML Headset ;ar;No clasificated
450;807 ;HL Headset ;HL Headset ;ar;No clasificated
451;935 ;LL Mountain Pedal ;LL Mountain Pedal ;ar;Mountain
452;936 ;ML Mountain Pedal ;ML Mountain Pedal ;ar;Mountain
453;937 ;HL Mountain Pedal ;HL Mountain Pedal ;ar;Mountain
454;938 ;LL Road Pedal ;LL Road Pedal ;ar;Road
455;939 ;ML Road Pedal ;ML Road Pedal ;ar;Road
456;940 ;HL Road Pedal ;HL Road Pedal ;ar;Road
457;941 ;Touring Pedal ;Touring Pedal ;ar;Touring
458;909 ;ML Mountain Seat/Saddle ;ML Mountain Seat/Saddle 2 ;ar;Mountain
459;910 ;HL Mountain Seat/Saddle ;HL Mountain Seat/Saddle 2 ;ar;Mountain
460;911 ;LL Road Seat/Saddle ;LL Road Seat/Saddle 1 ;ar;Road
461;912 ;ML Road Seat/Saddle ;ML Road Seat/Saddle 2 ;ar;Road
462;913 ;HL Road Seat/Saddle ;HL Road Seat/Saddle 2 ;ar;Road
463;914 ;LL Touring Seat/Saddle ;LL Touring Seat/Saddle ;ar;Touring
464;915 ;ML Touring Seat/Saddle ;ML Touring Seat/Saddle ;ar;Touring
465;916 ;HL Touring Seat/Saddle ;HL Touring Seat/Saddle ;ar;Touring
466;928 ;LL Mountain Tire ;LL Mountain Tire ;ar;Mountain
467;929 ;ML Mountain Tire ;ML Mountain Tire ;ar;Mountain
468;930 ;HL Mountain Tire ;HL Mountain Tire ;ar;Mountain
469;931 ;LL Road Tire ;LL Road Tire ;ar;Road
470;932 ;ML Road Tire ;ML Road Tire ;ar;Road
471;933 ;HL Road Tire ;HL Road Tire ;ar;Road
472;934 ;Touring Tire ;Touring Tire ;ar;Touring
473;921 ;Mountain Tire Tube ;Mountain Tire Tube ;ar;Mountain
474;922 ;Road Tire Tube ;Road Tire Tube ;ar;Road
475;923 ;Touring Tire Tube ;Touring Tire Tube ;ar;Touring
476;722 ;LL Road Frame - Black, 58 ;LL Road Frame ;ar;Road
477;723 ;LL Road Frame - Black, 60 ;LL Road Frame ;ar;Road
478;724 ;LL Road Frame - Black, 62 ;LL Road Frame ;ar;Road
479;725 ;LL Road Frame - Red, 44 ;LL Road Frame ;ar;Road
480;726 ;LL Road Frame - Red, 48 ;LL Road Frame ;ar;Road
481;727 ;LL Road Frame - Red, 52 ;LL Road Frame ;ar;Road
482;728 ;LL Road Frame - Red, 58 ;LL Road Frame ;ar;Road
483;729 ;LL Road Frame - Red, 60 ;LL Road Frame ;ar;Road
484;730 ;LL Road Frame - Red, 62 ;LL Road Frame ;ar;Road
485;736 ;LL Road Frame - Black, 44 ;LL Road Frame ;ar;Road
486;737 ;LL Road Frame - Black, 48 ;LL Road Frame ;ar;Road
487;738 ;LL Road Frame - Black, 52 ;LL Road Frame ;ar;Road
488;731 ;ML Road Frame - Red, 44 ;ML Road Frame ;ar;Road
489;732 ;ML Road Frame - Red, 48 ;ML Road Frame ;ar;Road
490;733 ;ML Road Frame - Red, 52 ;ML Road Frame ;ar;Road
491;734 ;ML Road Frame - Red, 58 ;ML Road Frame ;ar;Road
492;735 ;ML Road Frame - Red, 60 ;ML Road Frame ;ar;Road
493;680 ;HL Road Frame - Black, 58 ;HL Road Frame ;ar;Road
494;706 ;HL Road Frame - Red, 58 ;HL Road Frame ;ar;Road
495;717 ;HL Road Frame - Red, 62 ;HL Road Frame ;ar;Road
496;718 ;HL Road Frame - Red, 44 ;HL Road Frame ;ar;Road
497;719 ;HL Road Frame - Red, 48 ;HL Road Frame ;ar;Road
498;720 ;HL Road Frame - Red, 52 ;HL Road Frame ;ar;Road
499;721 ;HL Road Frame - Red, 56 ;HL Road Frame ;ar;Road
500;837 ;HL Road Frame - Black, 62 ;HL Road Frame ;ar;Road
501;838 ;HL Road Frame - Black, 44 ;HL Road Frame ;ar;Road
502;839 ;HL Road Frame - Black, 48 ;HL Road Frame ;ar;Road
503;840 ;HL Road Frame - Black, 52 ;HL Road Frame ;ar;Road
504;886 ;LL Touring Frame - Yellow, 62 ;LL Touring Frame ;ar;Touring
505;895 ;LL Touring Frame - Blue, 50 ;LL Touring Frame ;ar;Touring
506;896 ;LL Touring Frame - Blue, 54 ;LL Touring Frame ;ar;Touring
507;897 ;LL Touring Frame - Blue, 58 ;LL Touring Frame ;ar;Touring
508;898 ;LL Touring Frame - Blue, 62 ;LL Touring Frame ;ar;Touring
509;899 ;LL Touring Frame - Yellow, 44 ;LL Touring Frame ;ar;Touring
510;900 ;LL Touring Frame - Yellow, 50 ;LL Touring Frame ;ar;Touring
511;901 ;LL Touring Frame - Yellow, 54 ;LL Touring Frame ;ar;Touring
512;902 ;LL Touring Frame - Yellow, 58 ;LL Touring Frame ;ar;Touring
513;903 ;LL Touring Frame - Blue, 44 ;LL Touring Frame ;ar;Touring
514;885 ;HL Touring Frame - Yellow, 60 ;HL Touring Frame ;ar;Touring
515;887 ;HL Touring Frame - Yellow, 46 ;HL Touring Frame ;ar;Touring
516;888 ;HL Touring Frame - Yellow, 50 ;HL Touring Frame ;ar;Touring
517;889 ;HL Touring Frame - Yellow, 54 ;HL Touring Frame ;ar;Touring
518;890 ;HL Touring Frame - Blue, 46 ;HL Touring Frame ;ar;Touring
519;891 ;HL Touring Frame - Blue, 50 ;HL Touring Frame ;ar;Touring
520;892 ;HL Touring Frame - Blue, 54 ;HL Touring Frame ;ar;Touring
521;893 ;HL Touring Frame - Blue, 60 ;HL Touring Frame ;ar;Touring
522;846 ;Taillights - Battery-Powered ;Taillight ;ar;No clasificated
523;872 ;Road Bottle Cage ;Road Bottle Cage ;ar;Road
524;870 ;Water Bottle - 30 oz. ;Water Bottle ;ar;No clasificated
525;876 ;Hitch Rack - 4-Bike ;Hitch Rack - 4-Bike ;ar;No clasificated
526;878 ;Fender Set - Mountain ;Fender Set - Mountain ;ar;Mountain
527;709 ;Mountain Bike Socks, M ;Mountain Bike Socks ;ar;Mountain
528;710 ;Mountain Bike Socks, L ;Mountain Bike Socks ;ar;Mountain
529;844 ;Minipump ;Minipump ;ar;No clasificated
530;855 ;Men's Bib-Shorts, S ;Men's Bib-Shorts ;ar;No clasificated
531;856 ;Men's Bib-Shorts, M ;Men's Bib-Shorts ;ar;No clasificated
532;857 ;Men's Bib-Shorts, L ;Men's Bib-Shorts ;ar;No clasificated
533;842 ;Touring-Panniers, Large ;Touring-Panniers ;ar;Touring
534;858 ;Half-Finger Gloves, S ;Half-Finger Gloves ;ar;No clasificated
535;859 ;Half-Finger Gloves, M ;Half-Finger Gloves ;ar;No clasificated
536;860 ;Half-Finger Gloves, L ;Half-Finger Gloves ;ar;No clasificated
537;861 ;Full-Finger Gloves, S ;Full-Finger Gloves ;ar;No clasificated
538;862 ;Full-Finger Gloves, M ;Full-Finger Gloves ;ar;No clasificated
539;863 ;Full-Finger Gloves, L ;Full-Finger Gloves ;ar;No clasificated
540;867 ;Women's Mountain Shorts, S ;Women's Mountain Shorts ;ar;Mountain
541;868 ;Women's Mountain Shorts, M ;Women's Mountain Shorts ;ar;Mountain
542;869 ;Women's Mountain Shorts, L ;Women's Mountain Shorts ;ar;Mountain
543;873 ;Patch Kit/8 Patches ;Patch kit ;ar;No clasificated
544;864 ;Classic Vest, S ;Classic Vest ;ar;Classic
545;865 ;Classic Vest, M ;Classic Vest ;ar;Classic
546;866 ;Classic Vest, L ;Classic Vest ;ar;Classic
547;841 ;Men's Sports Shorts, S ;Men's Sports Shorts ;ar;No clasificated
548;849 ;Men's Sports Shorts, M ;Men's Sports Shorts ;ar;No clasificated
549;850 ;Men's Sports Shorts, L ;Men's Sports Shorts ;ar;No clasificated
550;851 ;Men's Sports Shorts, XL ;Men's Sports Shorts ;ar;No clasificated
551;879 ;All-Purpose Bike Stand ;All-Purpose Bike Stand ;ar;No clasificated
552;847 ;Headlights - Dual-Beam ;Headlights - Dual-Beam ;ar;No clasificated
553;848 ;Headlights - Weatherproof ;Headlights - Weatherproof ;ar;No clasificated
554;881 ;Short-Sleeve Classic Jersey, S ;Short-Sleeve Classic Jersey ;ar;Classic
555;882 ;Short-Sleeve Classic Jersey, M ;Short-Sleeve Classic Jersey ;ar;Classic
556;883 ;Short-Sleeve Classic Jersey, L ;Short-Sleeve Classic Jersey ;ar;Classic
557;884 ;Short-Sleeve Classic Jersey, XL ;Short-Sleeve Classic Jersey ;ar;Classic
558;845 ;Mountain Pump ;Mountain Pump ;ar;Mountain
559;874 ;Racing Socks, M ;Racing Socks ;ar;No clasificated
560;875 ;Racing Socks, L ;Racing Socks ;ar;No clasificated
561;871 ;Mountain Bottle Cage ;Mountain Bottle Cage ;ar;Mountain
562;712 ;AWC Logo Cap ;Cycling Cap ;ar;No clasificated
563;713 ;Long-Sleeve Logo Jersey, S ;Long-Sleeve Logo Jersey ;ar;No clasificated
564;714 ;Long-Sleeve Logo Jersey, M ;Long-Sleeve Logo Jersey ;ar;No clasificated
565;715 ;Long-Sleeve Logo Jersey, L ;Long-Sleeve Logo Jersey ;ar;No clasificated
566;716 ;Long-Sleeve Logo Jersey, XL ;Long-Sleeve Logo Jersey ;ar;No clasificated
567;707 ;Sport-100 Helmet, Red ;Sport-100 ;ar;No clasificated
568;708 ;Sport-100 Helmet, Black ;Sport-100 ;ar;No clasificated
569;711 ;Sport-100 Helmet, Blue ;Sport-100 ;ar;No clasificated
570;880 ;Hydration Pack - 70 oz. ;Hydration Pack ;ar;No clasificated
571;852 ;Women's Tights, S ;Women's Tights ;ar;No clasificated
572;853 ;Women's Tights, M ;Women's Tights ;ar;No clasificated
573;854 ;Women's Tights, L ;Women's Tights ;ar;No clasificated
574;877 ;Bike Wash - Dissolver ;Bike Wash ;ar;No clasificated
575;843 ;Cable Lock ;Cable Lock ;ar;No clasificated
576;994 ;LL Bottom Bracket ;LL Bottom Bracket ;fr;No clasificated
577;995 ;ML Bottom Bracket ;ML Bottom Bracket ;fr;No clasificated
578;996 ;HL Bottom Bracket ;HL Bottom Bracket ;fr;No clasificated
579;984 ;Mountain-500 Silver, 40 ;Mountain-500 ;fr;Mountain
580;985 ;Mountain-500 Silver, 42 ;Mountain-500 ;fr;Mountain
581;986 ;Mountain-500 Silver, 44 ;Mountain-500 ;fr;Mountain
582;987 ;Mountain-500 Silver, 48 ;Mountain-500 ;fr;Mountain
583;988 ;Mountain-500 Silver, 52 ;Mountain-500 ;fr;Mountain
584;989 ;Mountain-500 Black, 40 ;Mountain-500 ;fr;Mountain
585;990 ;Mountain-500 Black, 42 ;Mountain-500 ;fr;Mountain
586;991 ;Mountain-500 Black, 44 ;Mountain-500 ;fr;Mountain
587;992 ;Mountain-500 Black, 48 ;Mountain-500 ;fr;Mountain
588;993 ;Mountain-500 Black, 52 ;Mountain-500 ;fr;Mountain
589;980 ;Mountain-400-W Silver, 38 ;Mountain-400-W ;fr;Mountain
590;981 ;Mountain-400-W Silver, 40 ;Mountain-400-W ;fr;Mountain
591;982 ;Mountain-400-W Silver, 42 ;Mountain-400-W ;fr;Mountain
592;983 ;Mountain-400-W Silver, 46 ;Mountain-400-W ;fr;Mountain
593;785 ;Mountain-300 Black, 38 ;Mountain-300 ;fr;Mountain
594;786 ;Mountain-300 Black, 40 ;Mountain-300 ;fr;Mountain
595;787 ;Mountain-300 Black, 44 ;Mountain-300 ;fr;Mountain
596;788 ;Mountain-300 Black, 48 ;Mountain-300 ;fr;Mountain
597;779 ;Mountain-200 Silver, 38 ;Mountain-200 ;fr;Mountain
598;780 ;Mountain-200 Silver, 42 ;Mountain-200 ;fr;Mountain
599;781 ;Mountain-200 Silver, 46 ;Mountain-200 ;fr;Mountain
600;782 ;Mountain-200 Black, 38 ;Mountain-200 ;fr;Mountain
601;783 ;Mountain-200 Black, 42 ;Mountain-200 ;fr;Mountain
602;784 ;Mountain-200 Black, 46 ;Mountain-200 ;fr;Mountain
603;771 ;Mountain-100 Silver, 38 ;Mountain-100 ;fr;Mountain
604;772 ;Mountain-100 Silver, 42 ;Mountain-100 ;fr;Mountain
605;773 ;Mountain-100 Silver, 44 ;Mountain-100 ;fr;Mountain
606;774 ;Mountain-100 Silver, 48 ;Mountain-100 ;fr;Mountain
607;775 ;Mountain-100 Black, 38 ;Mountain-100 ;fr;Mountain
608;776 ;Mountain-100 Black, 42 ;Mountain-100 ;fr;Mountain
609;777 ;Mountain-100 Black, 44 ;Mountain-100 ;fr;Mountain
610;778 ;Mountain-100 Black, 48 ;Mountain-100 ;fr;Mountain
611;977 ;Road-750 Black, 58 ;Road-750 ;fr;Road
612;997 ;Road-750 Black, 44 ;Road-750 ;fr;Road
613;998 ;Road-750 Black, 48 ;Road-750 ;fr;Road
614;999 ;Road-750 Black, 52 ;Road-750 ;fr;Road
615;759 ;Road-650 Red, 58 ;Road-650 ;fr;Road
616;760 ;Road-650 Red, 60 ;Road-650 ;fr;Road
617;761 ;Road-650 Red, 62 ;Road-650 ;fr;Road
618;762 ;Road-650 Red, 44 ;Road-650 ;fr;Road
619;769 ;Road-650 Black, 48 ;Road-650 ;fr;Road
620;770 ;Road-650 Black, 52 ;Road-650 ;fr;Road
621;763 ;Road-650 Red, 48 ;Road-650 ;fr;Road
622;764 ;Road-650 Red, 52 ;Road-650 ;fr;Road
623;765 ;Road-650 Black, 58 ;Road-650 ;fr;Road
624;766 ;Road-650 Black, 60 ;Road-650 ;fr;Road
625;767 ;Road-650 Black, 62 ;Road-650 ;fr;Road
626;768 ;Road-650 Black, 44 ;Road-650 ;fr;Road
627;797 ;Road-550-W Yellow, 38 ;Road-550-W ;fr;Road
628;798 ;Road-550-W Yellow, 40 ;Road-550-W ;fr;Road
629;799 ;Road-550-W Yellow, 42 ;Road-550-W ;fr;Road
630;800 ;Road-550-W Yellow, 44 ;Road-550-W ;fr;Road
631;801 ;Road-550-W Yellow, 48 ;Road-550-W ;fr;Road
632;754 ;Road-450 Red, 58 ;Road-450 ;fr;Road
633;755 ;Road-450 Red, 60 ;Road-450 ;fr;Road
634;756 ;Road-450 Red, 44 ;Road-450 ;fr;Road
635;757 ;Road-450 Red, 48 ;Road-450 ;fr;Road
636;758 ;Road-450 Red, 52 ;Road-450 ;fr;Road
637;973 ;Road-350-W Yellow, 40 ;Road-350-W ;fr;Road
638;974 ;Road-350-W Yellow, 42 ;Road-350-W ;fr;Road
639;975 ;Road-350-W Yellow, 44 ;Road-350-W ;fr;Road
640;976 ;Road-350-W Yellow, 48 ;Road-350-W ;fr;Road
641;789 ;Road-250 Red, 44 ;Road-250 ;fr;Road
642;790 ;Road-250 Red, 48 ;Road-250 ;fr;Road
643;791 ;Road-250 Red, 52 ;Road-250 ;fr;Road
644;792 ;Road-250 Red, 58 ;Road-250 ;fr;Road
645;793 ;Road-250 Black, 44 ;Road-250 ;fr;Road
646;794 ;Road-250 Black, 48 ;Road-250 ;fr;Road
647;795 ;Road-250 Black, 52 ;Road-250 ;fr;Road
648;796 ;Road-250 Black, 58 ;Road-250 ;fr;Road
649;749 ;Road-150 Red, 62 ;Road-150 ;fr;Road
650;750 ;Road-150 Red, 44 ;Road-150 ;fr;Road
651;751 ;Road-150 Red, 48 ;Road-150 ;fr;Road
652;752 ;Road-150 Red, 52 ;Road-150 ;fr;Road
653;753 ;Road-150 Red, 56 ;Road-150 ;fr;Road
654;958 ;Touring-3000 Blue, 54 ;Touring-3000 ;fr;Touring
655;959 ;Touring-3000 Blue, 58 ;Touring-3000 ;fr;Touring
656;960 ;Touring-3000 Blue, 62 ;Touring-3000 ;fr;Touring
657;961 ;Touring-3000 Yellow, 44 ;Touring-3000 ;fr;Touring
658;962 ;Touring-3000 Yellow, 50 ;Touring-3000 ;fr;Touring
659;963 ;Touring-3000 Yellow, 54 ;Touring-3000 ;fr;Touring
660;964 ;Touring-3000 Yellow, 58 ;Touring-3000 ;fr;Touring
661;965 ;Touring-3000 Yellow, 62 ;Touring-3000 ;fr;Touring
662;978 ;Touring-3000 Blue, 44 ;Touring-3000 ;fr;Touring
663;979 ;Touring-3000 Blue, 50 ;Touring-3000 ;fr;Touring
664;953 ;Touring-2000 Blue, 60 ;Touring-2000 ;fr;Touring
665;970 ;Touring-2000 Blue, 46 ;Touring-2000 ;fr;Touring
666;971 ;Touring-2000 Blue, 50 ;Touring-2000 ;fr;Touring
667;972 ;Touring-2000 Blue, 54 ;Touring-2000 ;fr;Touring
668;954 ;Touring-1000 Yellow, 46 ;Touring-1000 ;fr;Touring
669;955 ;Touring-1000 Yellow, 50 ;Touring-1000 ;fr;Touring
670;956 ;Touring-1000 Yellow, 54 ;Touring-1000 ;fr;Touring
671;957 ;Touring-1000 Yellow, 60 ;Touring-1000 ;fr;Touring
672;966 ;Touring-1000 Blue, 46 ;Touring-1000 ;fr;Touring
673;967 ;Touring-1000 Blue, 50 ;Touring-1000 ;fr;Touring
674;968 ;Touring-1000 Blue, 54 ;Touring-1000 ;fr;Touring
675;969 ;Touring-1000 Blue, 60 ;Touring-1000 ;fr;Touring
676;952 ;Chain ;Chain ;fr;No clasificated
677;949 ;LL Crankset ;LL Crankset ;fr;No clasificated
678;950 ;ML Crankset ;ML Crankset ;fr;No clasificated
679;951 ;HL Crankset ;HL Crankset ;fr;No clasificated
680;948 ;Front Brakes ;Front Brakes ;fr;No clasificated
681;945 ;Front Derailleur ;Front Derailleur ;fr;No clasificated
682;802 ;LL Fork ;LL Fork ;fr;No clasificated
683;803 ;ML Fork ;ML Fork ;fr;No clasificated
684;804 ;HL Fork ;HL Fork ;fr;No clasificated
685;917 ;LL Mountain Frame - Silver, 42 ;LL Mountain Frame ;fr;Mountain
686;918 ;LL Mountain Frame - Silver, 44 ;LL Mountain Frame ;fr;Mountain
687;919 ;LL Mountain Frame - Silver, 48 ;LL Mountain Frame ;fr;Mountain
688;920 ;LL Mountain Frame - Silver, 52 ;LL Mountain Frame ;fr;Mountain
689;924 ;LL Mountain Frame - Black, 42 ;LL Mountain Frame ;fr;Mountain
690;925 ;LL Mountain Frame - Black, 44 ;LL Mountain Frame ;fr;Mountain
691;926 ;LL Mountain Frame - Black, 48 ;LL Mountain Frame ;fr;Mountain
692;927 ;LL Mountain Frame - Black, 52 ;LL Mountain Frame ;fr;Mountain
693;943 ;LL Mountain Frame - Black, 40 ;LL Mountain Frame ;fr;Mountain
694;944 ;LL Mountain Frame - Silver, 40 ;LL Mountain Frame ;fr;Mountain
695;814 ;ML Mountain Frame - Black, 38 ;ML Mountain Frame-W ;fr;Mountain
696;904 ;ML Mountain Frame-W - Silver, 40 ;ML Mountain Frame-W ;fr;Mountain
697;905 ;ML Mountain Frame-W - Silver, 42 ;ML Mountain Frame-W ;fr;Mountain
698;906 ;ML Mountain Frame-W - Silver, 46 ;ML Mountain Frame-W ;fr;Mountain
699;942 ;ML Mountain Frame-W - Silver, 38 ;ML Mountain Frame-W ;fr;Mountain
700;830 ;ML Mountain Frame - Black, 40 ;ML Mountain Frame ;fr;Mountain
701;831 ;ML Mountain Frame - Black, 44 ;ML Mountain Frame ;fr;Mountain
702;832 ;ML Mountain Frame - Black, 48 ;ML Mountain Frame ;fr;Mountain
703;822 ;ML Road Frame-W - Yellow, 38 ;ML Road Frame-W ;fr;Road
704;833 ;ML Road Frame-W - Yellow, 40 ;ML Road Frame-W ;fr;Road
705;834 ;ML Road Frame-W - Yellow, 42 ;ML Road Frame-W ;fr;Road
706;835 ;ML Road Frame-W - Yellow, 44 ;ML Road Frame-W ;fr;Road
707;836 ;ML Road Frame-W - Yellow, 48 ;ML Road Frame-W ;fr;Road
708;815 ;LL Mountain Front Wheel ;LL Mountain Front Wheel ;fr;Mountain
709;816 ;ML Mountain Front Wheel ;ML Mountain Front Wheel ;fr;Mountain
710;817 ;HL Mountain Front Wheel ;HL Mountain Front Wheel ;fr;Mountain
711;818 ;LL Road Front Wheel ;LL Road Front Wheel ;fr;Road
712;819 ;ML Road Front Wheel ;ML Road Front Wheel ;fr;Road
713;820 ;HL Road Front Wheel ;HL Road Front Wheel ;fr;Road
714;821 ;Touring Front Wheel ;Touring Front Wheel ;fr;Touring
715;808 ;LL Mountain Handlebars ;LL Mountain Handlebars ;fr;Mountain
716;809 ;ML Mountain Handlebars ;ML Mountain Handlebars ;fr;Mountain
717;810 ;HL Mountain Handlebars ;HL Mountain Handlebars ;fr;Mountain
718;811 ;LL Road Handlebars ;LL Road Handlebars ;fr;Road
719;812 ;ML Road Handlebars ;ML Road Handlebars ;fr;Road
720;813 ;HL Road Handlebars ;HL Road Handlebars ;fr;Road
721;946 ;LL Touring Handlebars ;LL Touring Handlebars ;fr;Touring
722;947 ;HL Touring Handlebars ;HL Touring Handlebars ;fr;Touring
723;805 ;LL Headset ;LL Headset ;fr;No clasificated
724;806 ;ML Headset ;ML Headset ;fr;No clasificated
725;807 ;HL Headset ;HL Headset ;fr;No clasificated
726;935 ;LL Mountain Pedal ;LL Mountain Pedal ;fr;Mountain
727;936 ;ML Mountain Pedal ;ML Mountain Pedal ;fr;Mountain
728;937 ;HL Mountain Pedal ;HL Mountain Pedal ;fr;Mountain
729;938 ;LL Road Pedal ;LL Road Pedal ;fr;Road
730;939 ;ML Road Pedal ;ML Road Pedal ;fr;Road
731;940 ;HL Road Pedal ;HL Road Pedal ;fr;Road
732;941 ;Touring Pedal ;Touring Pedal ;fr;Touring
733;827 ;ML Road Rear Wheel ;ML Road Rear Wheel ;fr;Road
734;828 ;HL Road Rear Wheel ;HL Road Rear Wheel ;fr;Road
735;829 ;Touring Rear Wheel ;Touring Rear Wheel ;fr;Touring
736;908 ;LL Mountain Seat/Saddle ;LL Mountain Seat/Saddle 2 ;fr;Mountain
737;909 ;ML Mountain Seat/Saddle ;ML Mountain Seat/Saddle 2 ;fr;Mountain
738;910 ;HL Mountain Seat/Saddle ;HL Mountain Seat/Saddle 2 ;fr;Mountain
739;911 ;LL Road Seat/Saddle ;LL Road Seat/Saddle 1 ;fr;Road
740;912 ;ML Road Seat/Saddle ;ML Road Seat/Saddle 2 ;fr;Road
741;913 ;HL Road Seat/Saddle ;HL Road Seat/Saddle 2 ;fr;Road
